GENESIS-Tabelle: 12511-0004
Einbürgerungen von Ausländern: Deutschland, Jahre,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ländergruppierungen/Staatsangehörigkeit, Altersgruppen,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geschlecht, Familienstand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Einbürgerungsstatistik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Einbürgerungen von Ausländern (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt
2000;Europa;verwitwet;-;-;-;-;-;-;-;-;-;-;-;-;1;2;5;8;9;18;17;12;19;17;9;19;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;10;15;44;39;64;71;42;51;36;26;43;13;4;3;-;-;-;-;-;-;-;-;-;-;-;-;1;1;12;20;52;48;82;88;54;70;53;35;62;15;6;4;-
2000;Europa;geschieden;-;-;-;-;-;-;-;-;-;1;-;2;7;75;147;235;159;137;117;66;47;19;9;4;2;1;-;-;-;-;-;-;-;-;-;1;5;9;15;17;27;242;318;298;223;230;206;78;56;19;13;6;-;1;-;-;-;-;-;-;-;-;-;1;5;10;15;19;34;317;465;533;382;367;323;144;103;38;22;10;2;2;-;-
2000;Europa;Lebenspartnerschaft;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;Europa;Lebenspartnerschaft aufgehoben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;Europa;Lebenspartner verstorben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;EU-27 (seit 01.02.2020);ledig;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;EU-27 (seit 01.02.2020);verheiratet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;EU-27 (seit 01.02.2020);verwitwet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;EU-27 (seit 01.02.2020);geschieden;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;EU-27 (seit 01.02.2020);Lebenspartnerschaft;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;EU-27 (seit 01.02.2020);Lebenspartnerschaft aufgehoben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;EU-27 (seit 01.02.2020);Lebenspartner verstorben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;Drittstaaten zu EU-27 (seit 01.02.2020);ledig;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;Drittstaaten zu EU-27 (seit 01.02.2020);verheiratet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;Drittstaaten zu EU-27 (seit 01.02.2020);verwitwet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;Drittstaaten zu EU-27 (seit 01.02.2020);geschieden;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;Drittstaaten zu EU-27 (seit 01.02.2020);Lebenspartnerschaft;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;Drittstaaten zu EU-27 (seit 01.02.2020);Lebenspartnerschaft aufgehoben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;Drittstaaten zu EU-27 (seit 01.02.2020);Lebenspartner verstorben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;EU-28 (bis 31.01.2020);ledig;713;573;299;49;57;63;75;94;108;93;81;90;73;474;303;124;52;38;30;14;14;5;5;3;1;1;-;-;707;571;274;38;56;43;56;119;113;105;101;77;77;368;148;63;25;21;13;6;3;2;5;-;1;-;-;-;1420;1144;573;87;113;106;131;213;221;198;182;167;150;842;451;187;77;59;43;20;17;7;10;3;2;1;-;-
2000;EU-28 (bis 31.01.2020);verheiratet;-;-;-;-;-;-;-;2;-;1;3;6;10;241;493;399;426;381;326;171;131;72;25;19;7;2;-;-;-;-;-;-;-;1;1;-;8;15;17;40;78;704;813;567;532;433;328;129;78;34;23;11;4;-;1;-;-;-;-;-;-;1;1;2;8;16;20;46;88;945;1306;966;958;814;654;300;209;106;48;30;11;2;1;-
2000;EU-28 (bis 31.01.2020);verwitwet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;8;6;5;5;10;4;12;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;5;6;12;16;15;13;12;8;11;26;9;2;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;6;8;15;24;21;18;17;18;15;38;10;4;3;-
2000;EU-28 (bis 31.01.2020);geschieden;-;-;-;-;-;-;-;-;-;-;-;-;-;7;23;44;47;66;57;27;19;11;4;4;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;31;76;76;78;73;60;21;17;5;6;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;38;99;120;125;139;117;48;36;16;10;6;2;2;-;-
2000;EU-28 (bis 31.01.2020);Lebenspartnerschaft;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;EU-28 (bis 31.01.2020);Lebenspartnerschaft aufgehoben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;EU-28 (bis 31.01.2020);Lebenspartner verstorben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;Drittstaaten zu EU-28 (bis 31.01.2020);ledig;10232;11482;8168;1234;1252;1210;1149;1410;1551;1213;1002;923;858;3908;2126;1587;748;227;123;55;38;13;12;4;1;-;-;1;9193;10115;7005;1055;1156;1189;1177;1563;1962;1434;1170;959;798;2217;739;358;200;130;82;28;23;16;5;4;3;-;-;-;19425;21597;15173;2289;2408;2399;2326;2973;3513;2647;2172;1882;1656;6125;2865;1945;948;357;205;83;61;29;17;8;4;-;-;1
2000;Drittstaaten zu EU-28 (bis 31.01.2020);verheiratet;-;-;-;-;7;2;15;16;58;74;159;192;323;4832;8667;9485;5861;3394;2483;1366;855;364;159;63;27;9;2;-;-;-;-;-;7;12;47;249;469;582;775;955;1132;7218;7655;6470;4289;2955;1876;717;393;133;95;26;13;1;-;1;-;-;-;-;14;14;62;265;527;656;934;1147;1455;12050;16322;15955;10150;6349;4359;2083;1248;497;254;89;40;10;2;1
2000;Drittstaaten zu EU-28 (bis 31.01.2020);verwitwet;-;-;-;-;-;-;-;-;-;-;-;1;1;4;7;25;27;26;20;14;23;16;15;17;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;27;61;79;101;111;59;67;53;45;39;12;5;2;1;-;-;-;-;-;-;-;-;-;-;-;1;1;20;34;86;106;127;131;73;90;69;60;56;17;7;2;1
2000;Drittstaaten zu EU-28 (bis 31.01.2020);geschieden;-;-;-;-;-;-;-;1;-;1;1;2;7;97;301;500;435;263;167;100;48;20;14;4;3;1;-;-;-;-;-;-;1;-;-;1;6;9;16;24;31;262;390;465;369;314;242;92;56;18;18;7;-;-;-;-;-;-;-;-;1;-;-;2;6;10;17;26;38;359;691;965;804;577;409;192;104;38;32;11;3;1;-;-
2000;Drittstaaten zu EU-28 (bis 31.01.2020);Lebenspartnerschaft;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;Drittstaaten zu EU-28 (bis 31.01.2020);Lebenspartnerschaft aufgehoben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;Drittstaaten zu EU-28 (bis 31.01.2020);Lebenspartner verstorben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;EU-27 (bis 30.06.2013);ledig;314;284;215;43;49;58;71;73;75;58;41;46;36;214;256;114;50;36;26;13;13;4;5;3;1;1;-;-;324;258;198;33;51;39;49;94;84;70;73;53;56;240;117;60;24;17;12;5;3;2;4;-;1;-;-;-;638;542;413;76;100;97;120;167;159;128;114;99;92;454;373;174;74;53;38;18;16;6;9;3;2;1;-;-
2000;EU-27 (bis 30.06.2013);verheiratet;-;-;-;-;-;-;-;2;-;1;3;6;5;160;430;373;406;353;264;150;114;67;21;18;7;2;-;-;-;-;-;-;-;1;1;-;4;11;9;29;62;603;753;519;489;370;273;109;75;32;22;11;4;-;1;-;-;-;-;-;-;1;1;2;4;12;12;35;67;763;1183;892;895;723;537;259;189;99;43;29;11;2;1;-
2000;EU-27 (bis 30.06.2013);verwitwet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;7;4;5;5;10;4;12;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;5;6;10;15;13;11;10;8;11;26;9;2;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;6;8;12;22;17;16;15;18;15;38;10;4;2;-
2000;EU-27 (bis 30.06.2013);geschieden;-;-;-;-;-;-;-;-;-;-;-;-;-;5;22;41;44;65;51;25;17;9;4;4;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;26;66;72;72;63;51;19;15;4;5;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;31;88;113;116;128;102;44;32;13;9;6;2;2;-;-
2000;EU-27 (bis 30.06.2013);Lebenspartnerschaft;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;EU-27 (bis 30.06.2013);Lebenspartnerschaft aufgehoben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;EU-27 (bis 30.06.2013);Lebenspartner verstorben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2000;Drittstaaten zu EU-27 (bis 30.06.2013);ledig;10631;11771;8252;1240;1260;1215;1153;1431;1584;1248;1042;967;895;4168;2173;1597;750;229;127;56;39;14;12;4;1;-;-;1;9576;10428;7081;1060;1161;1193;1184;1588;1991;1469;1198;983;819;2345;770;361;201;134;83;29;23;16;6;4;3;-;-;-;20207;22199;15333;2300;2421;2408;2337;3019;3575;2717;2240;1950;1714;6513;2943;1958;951;363;210;85;62;30;18;8;4;-;-;1
2000;Drittstaaten zu EU-27 (bis 30.06.2013);verheiratet;-;-;-;-;7;2;15;16;58;74;159;192;328;4913;8730;9511;5881;3422;2545;1387;872;369;163;64;27;9;2;-;-;-;-;-;7;12;47;249;473;586;783;966;1148;7319;7715;6518;4332;3018;1931;737;396;135;96;26;13;1;-;1;-;-;-;-;14;14;62;265;531;660;942;1158;1476;12232;16445;16029;10213;6440;4476;2124;1268;504;259;90;40;10;2;1
2000;Drittstaaten zu EU-27 (bis 30.06.2013);verwitwet;-;-;-;-;-;-;-;-;-;-;-;1;1;4;7;25;28;27;22;14;23;16;15;17;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;27;61;81;102;113;61;69;53;45;39;12;5;3;1;-;-;-;-;-;-;-;-;-;-;-;1;1;20;34;86;109;129;135;75;92;69;60;56;17;7;3;1
2000;Drittstaaten zu EU-27 (bis 30.06.2013);geschieden;-;-;-;-;-;-;-;1;-;1;1;2;7;99;302;503;438;264;173;102;50;22;14;4;3;1;-;-;-;-;-;-;1;-;-;1;6;9;16;24;31;267;400;469;375;324;251;94;58;19;19;7;-;-;-;-;-;-;-;-;1;-;-;2;6;10;17;26;38;366;702;972;813;588;424;196;108;41;33;11;3;1;-;-
2000;Drittstaaten zu EU-27 (bis 30.06.2013);Lebenspartnerschaft;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
